numero_concurso,dezenas_sorteadas
732651,822,04 10 17 27 41 52
732654,823,01 15 26 51 54 59
732658,824,06 07 09 20 33 48
732661,825,10 21 28 40 41 47
732664,826,06 07 08 27 45 53
732666,827,18 24 30 42 51 56
732668,828,23 28 38 42 50 53
732676,829,10 14 32 47 50 56
732679,830,02 13 41 49 51 53
732682,831,03 32 33 42 48 50
732686,832,15 17 23 33 39 49
732689,833,13 16 46 53 57 58
732693,834,10 16 17 34 44 51
732696,835,18 31 33 49 57 58
732700,836,17 22 28 38 52 59
732703,837,05 06 16 24 34 60
732707,838,09 23 30 38 44 47
732710,839,07 08 11 18 37 43
732714,840,17 29 31 35 43 59
732717,841,07 22 32 36 38 51
732721,842,07 09 30 44 51 60
732724,843,01 16 34 36 45 48
732731,844,16 24 34 44 54 57
732735,845,14 19 20 40 48 52
732738,846,02 03 44 47 50 54
732742,847,14 15 27 42 44 48
732745,848,17 27 32 34 47 56
732749,849,08 09 39 44 49 58
732752,850,07 22 25 44 59 60
732756,851,03 16 19 32 35 58
732759,852,06 14 23 34 38 44
732763,853,30 38 46 51 56 59
732766,854,03 17 24 25 27 44
732770,855,03 24 31 42 43 53
732773,856,11 15 40 41 42 47
732777,857,02 03 17 49 50 59
732780,858,04 18 23 31 37 54
732784,859,09 12 34 46 47 57
732789,860,02 08 17 22 42 44
732791,861,39 40 42 47 59 60
732794,862,02 08 11 12 19 35
732798,863,15 24 32 50 53 57
732801,864,08 11 31 33 42 57
732805,865,23 26 27 41 51 53
732808,866,05 27 36 40 46 48
732812,867,10 19 26 28 44 54
732815,868,21 22 25 40 51 57
732819,869,27 29 42 49 50 51
732822,870,08 21 34 40 43 52
732826,871,01 05 10 17 47 58
732829,872,05 18 31 43 55 58
732833,873,04 19 30 34 57 59
732836,874,10 20 42 44 52 59
732840,875,18 20 24 36 53 58
732843,876,04 08 12 41 45 60
732847,877,13 15 20 28 31 36
732850,878,11 12 37 38 43 54
732854,879,10 28 29 35 42 46
732857,880,25 30 37 46 49 51
732861,881,04 18 24 43 51 56
732864,882,17 41 42 44 45 60
732868,883,21 32 37 52 53 60
732871,884,02 11 12 14 22 39
732875,885,04 13 31 33 47 51
732878,886,17 33 37 50 55 59
732882,887,01 12 21 32 34 44
732885,888,24 40 50 52 54 60
732889,889,20 24 34 39 54 60
732892,890,07 09 17 21 22 54
732896,891,15 16 19 22 34 35
732899,892,01 19 42 44 49 52
732903,893,03 18 26 51 53 56
732906,894,20 24 28 37 41 44
732910,895,02 41 43 55 57 58
732913,896,05 11 22 31 35 41
732917,897,07 21 22 43 46 57
732920,898,03 04 08 30 45 54
732924,899,18 20 36 53 54 58
732927,900,04 18 21 34 38 59
732931,901,13 16 32 33 34 56
732934,902,18 23 50 52 55 58
732938,903,05 17 20 32 41 55
732941,904,32 44 48 51 53 59
732945,905,02 04 15 16 55 57
732948,906,07 14 24 29 35 39
732952,907,09 36 37 41 51 53
732955,908,01 09 19 25 50 52
732959,909,17 22 26 28 38 42
732962,910,03 15 27 29 36 53
732966,911,01 06 28 29 46 49
732969,912,04 19 21 26 29 54
732973,913,14 30 36 38 46 59
732976,914,09 12 23 33 45 51
732980,915,17 20 26 28 48 49
732983,916,05 28 33 36 37 38
732987,917,23 25 30 46 47 59
732990,918,04 08 12 38 44 52
732994,919,03 25 31 41 43 60
732997,920,05 17 24 52 55 57
733001,921,01 09 35 41 48 57
733004,922,12 13 19 41 45 49
733008,923,02 15 39 50 53 57
733011,924,02 20 21 27 51 60
733015,925,08 22 36 37 46 52
733018,926,21 33 34 40 41 59
733022,927,19 23 26 31 33 36
733025,928,04 10 32 33 49 60
733029,929,16 27 35 39 49 57
733032,930,20 28 37 46 49 55
733041,931,07 17 19 34 36 39
733046,932,02 17 21 36 42 53
733050,933,08 14 25 39 45 51
733053,934,01 03 21 25 44 48
733057,935,07 13 18 29 31 45
733060,936,05 14 22 29 33 44
733064,937,02 21 22 30 41 52
733067,938,15 27 35 50 57 59
733071,939,06 19 23 37 49 50
733074,940,05 25 31 33 37 51
733078,941,10 11 15 27 53 60
733081,942,05 08 18 42 52 59
733085,943,03 12 23 41 47 58
733088,944,16 37 43 52 58 59
733092,945,04 08 27 44 54 59
733095,946,01 05 12 47 52 59
733099,947,03 05 11 14 33 58
733102,948,22 41 44 46 52 54
733106,949,01 23 41 44 51 52
733109,950,23 41 42 48 49 59
733113,951,14 24 34 39 49 55
733116,952,02 11 18 27 30 54
733120,953,01 16 39 42 48 55
733123,954,05 08 18 24 33 57
733127,955,05 12 21 32 33 35
733130,956,46 47 51 54 57 59
733134,957,24 25 32 34 50 57
733137,958,07 13 22 33 48 51
733141,959,03 05 11 33 39 57
733144,960,06 18 19 33 34 53
733148,961,02 04 16 21 36 53
733151,962,02 11 40 48 49 55
733155,963,15 17 37 48 50 59
733158,964,08 13 20 26 33 42
733162,965,05 30 36 39 57 58
733165,966,01 04 26 28 41 58
733169,967,05 13 14 18 30 57
733172,968,01 04 13 30 51 60
733176,969,13 25 35 41 50 56
733179,970,05 21 28 34 54 57
733183,971,04 11 14 33 44 45
733186,972,15 18 31 33 34 56
733190,973,01 08 30 36 47 53
733193,974,12 16 20 31 38 45
733197,975,09 30 33 37 40 41
733200,976,14 23 25 28 38 53
733204,977,03 05 07 09 17 32
733207,978,12 16 18 27 42 58
733211,979,03 15 28 31 39 51
733214,980,15 17 29 35 36 59
733218,981,01 08 34 41 53 58
733221,982,08 12 24 40 43 49
733225,983,16 22 32 38 40 45
733228,984,04 10 20 43 46 47
733232,985,04 16 18 46 56 59
733235,986,06 15 19 24 31 32
733239,987,13 27 31 34 47 58
733242,988,08 17 46 48 56 60
733246,989,02 21 27 29 32 38
733249,990,02 10 15 18 29 39
733253,991,08 09 15 38 41 60
733256,992,01 04 06 08 25 28
733260,993,05 24 25 26 42 60
733263,994,03 20 29 40 44 58
733267,995,04 16 31 36 54 55
733270,996,07 15 20 21 23 29
733274,997,09 17 18 32 53 55
733277,998,03 04 21 22 28 32
733281,999,18 24 36 44 55 58
733284,1000,29 38 39 49 53 58
733288,1001,12 15 27 37 51 60
733291,1002,03 07 25 31 40 58
733295,1003,05 10 16 23 26 27
733298,1004,29 40 43 44 45 47
733302,1005,04 06 12 37 41 42
733305,1006,02 04 17 33 48 55
733309,1007,04 27 36 37 49 52
733312,1008,07 13 15 34 42 48
733316,1009,01 06 12 29 34 58
733319,1010,02 03 13 37 46 54
733323,1011,02 11 21 30 35 52
733326,1012,14 19 40 47 55 58
733330,1013,07 09 12 19 20 41
733333,1014,08 09 25 41 57 60
733337,1015,03 08 17 26 28 49
733340,1016,05 09 11 20 25 60
733344,1017,06 19 31 34 51 56
733347,1018,09 24 44 51 55 58
733351,1019,04 13 23 29 46 47
733354,1020,01 02 19 32 39 52
733358,1021,02 33 42 43 51 55
733362,1022,05 21 31 39 40 56
733365,1023,02 07 08 18 40 45
733368,1024,18 22 28 29 39 53
733372,1025,10 27 28 29 40 52
733375,1026,06 10 17 33 51 53
733379,1027,18 20 33 44 47 60
733382,1028,20 26 34 51 52 54
733386,1029,05 16 17 20 24 32
733389,1030,01 08 23 37 54 57
733393,1031,24 33 40 43 46 49
733396,1032,15 16 26 29 43 57
733400,1033,05 06 17 33 39 54
733403,1034,01 03 18 20 42 49
733407,1035,01 11 26 51 59 60
733410,1036,10 27 36 39 41 52
733414,1037,04 36 44 46 53 56
733417,1038,06 07 28 35 43 51
733421,1039,02 20 24 27 36 52
733424,1040,01 06 28 39 44 55
733428,1041,10 12 36 44 54 57
733431,1042,13 18 25 30 46 51
733435,1043,14 21 25 48 51 60
733438,1044,10 11 13 35 39 58
733442,1045,01 05 06 17 31 50
733445,1046,28 40 42 54 55 57
733449,1047,01 02 08 10 14 48
733452,1048,03 16 21 28 38 57
733456,1049,02 05 17 29 34 52
733459,1050,14 24 26 33 45 60
733463,1051,07 10 11 13 43 57
733466,1052,08 11 15 16 52 57
733470,1053,15 27 34 42 49 53
733473,1054,13 14 18 27 41 60
733477,1055,12 15 16 20 27 32
733480,1056,06 08 38 50 53 59
733484,1057,02 03 04 15 49 59
733487,1058,18 20 24 45 51 57
733491,1059,01 12 14 16 37 45
733494,1060,01 03 16 18 41 42
733498,1061,09 21 23 30 41 56
733501,1062,02 08 23 33 37 55
733505,1063,01 22 44 47 49 50
733508,1064,04 16 19 28 29 49
733512,1065,07 19 30 39 43 57
733515,1066,06 10 25 32 43 49
733519,1067,04 10 14 25 28 56
733522,1068,25 27 44 47 48 57
733526,1069,09 17 28 45 49 53
733529,1070,05 08 16 23 41 53
733533,1071,05 07 37 43 53 54
733536,1072,09 18 19 43 47 54
733540,1073,08 25 32 34 36 44
733543,1074,03 10 23 29 47 50
733547,1075,10 12 16 21 39 53
733550,1076,04 10 19 32 33 42
733554,1077,05 06 09 11 18 37
733557,1078,03 06 34 41 43 45
733561,1079,05 12 24 28 36 37
733564,1080,11 18 20 34 41 56
733568,1081,09 16 24 29 52 56
733571,1082,04 17 38 40 50 55
733575,1083,10 20 23 28 42 43
733578,1084,05 20 29 33 40 59
733582,1085,12 21 39 40 50 55
733585,1086,02 04 06 10 23 45
733589,1087,03 20 28 32 36 46
733592,1088,06 24 31 35 42 57
733596,1089,02 18 20 32 37 48
733599,1090,09 20 24 36 40 42
733603,1091,17 23 24 27 49 56
733606,1092,01 09 30 33 34 40
733610,1093,19 23 27 38 41 49
733613,1094,09 10 21 36 41 48
733617,1095,10 16 21 23 27 36
733620,1096,03 13 14 16 41 52
733624,1097,01 17 21 33 48 56
733627,1098,11 20 21 30 50 52
733631,1099,14 31 35 38 44 55
733634,1100,07 17 18 33 41 42
733638,1101,06 07 10 12 24 57
733641,1102,09 11 23 35 46 51
733645,1103,10 19 28 41 55 56
733648,1104,02 03 06 35 49 58
733652,1105,01 15 28 43 50 57
733655,1106,04 15 43 47 50 60
733659,1107,03 09 20 36 53 54
733662,1108,07 09 39 43 44 60
733666,1109,06 08 11 14 29 52
733669,1110,06 14 26 28 42 45
733673,1111,04 09 25 32 33 43
733676,1112,04 32 34 43 52 58
733680,1113,03 06 29 36 47 59
733683,1114,03 15 16 22 25 54
733687,1115,18 30 37 41 44 50
733690,1116,04 09 13 17 20 47
733694,1117,01 06 17 27 35 40
733697,1118,08 20 21 43 44 55
733701,1119,10 34 41 44 45 54
733704,1120,07 35 40 44 50 55
733708,1121,04 17 18 54 56 59
733711,1122,26 44 46 49 55 56
733715,1123,04 14 19 39 45 60
733718,1124,07 11 16 18 33 49
733722,1125,03 07 29 33 42 56
733725,1126,04 31 42 52 57 59
733729,1127,05 08 14 24 29 30
733732,1128,08 16 24 39 52 60
733736,1129,12 17 19 32 47 55
733739,1130,05 18 23 32 49 54
733743,1131,01 08 16 34 36 49
733746,1132,12 27 30 33 52 55
733750,1133,05 10 16 21 39 58
733753,1134,09 22 29 36 51 56
733757,1135,04 05 06 19 23 39
733760,1136,07 31 32 34 37 43
733763,1137,19 21 25 28 43 50
733765,1138,02 04 15 18 25 36
733767,1139,09 28 31 36 37 42
733772,1140,10 27 40 46 49 58
733774,1141,09 37 40 50 58 60
733778,1142,03 15 26 28 31 58
733781,1143,03 30 35 44 47 60
733785,1144,01 10 18 19 44 49
733788,1145,03 16 19 24 33 60
733792,1146,06 10 28 33 34 53
733795,1147,06 23 31 33 39 52
733799,1148,27 28 29 32 48 55
733802,1149,07 08 23 36 46 54
733806,1150,15 17 28 31 35 52
733809,1151,01 04 14 21 25 51
733813,1152,14 20 29 36 44 47
733816,1153,06 17 19 34 46 55
733820,1154,04 12 14 21 26 28
733823,1155,20 28 40 41 51 58
733827,1156,09 24 31 44 48 49
733830,1157,09 29 41 43 46 49
733834,1158,23 30 31 54 55 60
733837,1159,05 06 34 46 53 55
733841,1160,01 03 05 18 40 48
733844,1161,04 07 42 47 48 51
733848,1162,18 22 25 30 31 41
733851,1163,05 17 31 47 51 53
733855,1164,06 14 17 26 40 49
733858,1165,20 40 42 52 54 60
733862,1166,22 28 30 31 35 54
733865,1167,20 28 43 51 52 56
733869,1168,04 05 20 47 53 56
733872,1169,01 11 14 23 42 48
733876,1170,11 13 27 34 46 49
733879,1171,03 10 13 30 41 57
733882,1172,06 12 28 43 52 56
733886,1173,05 07 24 25 36 47
733890,1174,06 07 39 47 51 52
733892,1175,02 03 12 16 37 47
733897,1176,11 14 21 30 33 49
733900,1177,33 38 47 50 52 55
733904,1178,01 22 30 45 50 53
733907,1179,05 22 28 47 59 60
733911,1180,12 30 34 44 57 60
733914,1181,18 20 26 31 44 45
733918,1182,02 04 29 52 56 60
733921,1183,05 10 12 20 29 37
733925,1184,04 09 23 27 28 30
733928,1185,02 10 21 35 43 54
733932,1186,07 08 12 13 15 41
733935,1187,08 17 19 40 43 49
733939,1188,09 20 44 52 59 60
733942,1189,14 21 27 31 35 50
733946,1190,10 11 19 37 53 56
733949,1191,03 11 16 22 25 33
733953,1192,17 20 49 52 57 59
733956,1193,02 09 12 14 32 54
733960,1194,06 13 24 41 50 53
733963,1195,17 20 26 27 55 57
733967,1196,03 06 19 20 58 60
733970,1197,36 37 39 49 54 60
733974,1198,22 29 36 41 48 58
733977,1199,16 19 23 28 39 58
733981,1200,03 10 11 39 54 56
733984,1201,28 32 36 49 55 60
733988,1202,08 09 11 48 53 60
733991,1203,07 09 30 33 38 55
733995,1204,05 10 25 39 43 52
733998,1205,04 13 14 26 29 35
734002,1206,02 06 11 36 37 48
734005,1207,09 11 22 32 35 56
734009,1208,01 12 20 26 45 54
734012,1209,05 14 17 30 35 38
734016,1210,03 07 09 10 31 34
734019,1211,03 15 31 36 48 54
734023,1212,02 23 33 35 40 50
734026,1213,03 11 26 34 45 53
734030,1214,05 29 30 36 41 48
734033,1215,10 25 30 47 50 51
734037,1216,04 07 13 25 27 58
734040,1217,05 11 15 28 43 50
734044,1218,10 23 29 31 33 46
734047,1219,02 33 34 37 41 53
734051,1220,05 15 43 48 52 55
734054,1221,05 14 37 43 46 58
734058,1222,05 08 19 26 48 57
734061,1223,15 17 35 42 47 48
734065,1224,19 21 27 41 53 57
734068,1225,31 32 34 40 50 55
734072,1226,10 31 40 50 55 56
734075,1227,04 28 30 31 35 54
734079,1228,10 23 36 50 52 60
734082,1229,12 30 32 40 49 60
734086,1230,09 12 19 22 35 37
734089,1231,05 20 23 27 39 49
734093,1232,08 11 12 15 18 22
734096,1233,22 29 32 49 54 59
734100,1234,03 05 19 24 30 35
734103,1235,10 16 20 26 49 55
